att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.834015,0.884749,0.433376,0.30827,0.298676,0.11034,0.61125,0.256559,0.576117,0.959024,1
0.364854,0.390143,0.425237,0.025249,0.721509,0.561347,0.467336,0.455264,0.449006,0.478982,0
0.181568,0.880108,0.024405,0.317391,0.066941,1.03818,1.036386,0.392385,1.066255,0.05048,0
0.412338,0.856339,-0.143372,0.061502,1.109922,0.440431,0.678357,1.271147,0.463468,1.468927,0
0.388844,0.432415,0.379521,0.086875,0.743869,0.543105,0.484471,0.447484,0.463768,0.506276,0
0.215049,0.806374,0.484117,0.942132,0.546868,0.329699,0.221534,0.19377,0.310317,1.042877,1
1.121393,0.619307,1.197115,0.216586,0.824115,-0.277496,0.499648,-0.203513,0.660064,0.987942,1
0.325034,0.232032,0.239291,0.408673,0.863693,0.809729,0.449638,0.320113,-0.022783,0.618678,0
0.281845,0.267175,0.263717,0.378928,0.895141,0.789656,0.386911,0.25966,-0.010431,0.682074,0
-0.002605,0.834712,0.573946,0.900055,0.765556,0.673902,-0.033519,0.600017,0.789139,0.8015,0
0.60315,0.323478,0.378069,0.163055,0.586886,0.941668,0.706458,-0.23157,-0.057085,0.360408,0
0.200275,0.803144,0.209735,0.093204,0.340268,0.747334,0.762346,0.168528,0.789906,0.067532,0
0.14352,0.66668,0.122656,0.213934,0.187753,1.181653,0.938303,0.335485,0.783587,0.505368,0
0.285936,0.091998,0.449519,0.4864,0.600779,0.818363,0.572568,0.282743,0.163104,0.686893,0
0.506147,0.040033,0.615948,0.037482,0.634195,0.933152,0.759485,0.006612,0.115962,0.477905,0
-0.042846,0.762142,0.577316,0.955086,0.836388,0.702925,0.03945,0.628137,0.879053,0.720919,0
0.682001,0.31974,0.604954,0.844182,0.342268,0.639073,0.296549,0.86312,0.762318,0.446714,0
0.441166,0.248722,-0.087124,0.348915,0.040776,0.888963,0.339403,0.234112,0.747583,0.491832,0
0.406259,1.261201,0.599248,0.43643,0.648713,-0.011446,0.633043,-0.045836,0.31526,1.288901,0
0.2919,0.231224,0.297908,0.390011,0.893892,0.841309,0.394901,0.289562,0.003849,0.711727,0
0.37532,0.389656,0.419289,0.046965,0.71709,0.567724,0.456015,0.470749,0.449,0.488407,0
0.774615,0.891921,0.461134,0.363089,0.298974,0.071065,0.630488,0.256844,0.608717,0.987032,1
1.270519,-0.126632,0.720147,0.426441,1.39517,0.416622,1.35426,1.317817,1.503252,1.08757,0
0.360954,0.837609,0.583594,0.567515,0.022959,0.764284,0.63193,0.911946,0.421903,0.037563,1
0.401836,0.844421,0.572504,0.557876,0.051792,0.783793,0.67555,0.863291,0.512181,0.050306,1
-0.184157,0.652684,0.88009,0.620455,0.372175,0.793805,0.589821,0.183108,0.648619,0.591195,0
0.827592,1.226387,0.58915,0.148303,0.395404,0.218816,0.808669,0.475932,0.451038,1.086295,1
0.515699,0.148521,0.089631,0.191766,0.788236,1.088744,0.456497,0.376022,-0.139607,0.614244,0
0.452302,0.971563,0.484361,0.705151,0.045134,0.931226,0.693577,1.027549,0.511351,0.062262,1
0.736824,0.211735,0.579071,0.808803,0.331514,0.68001,0.326665,0.953391,0.706043,0.40788,0
0.264943,0.230488,0.303807,0.372901,0.857144,0.805849,0.388745,0.265806,0.031132,0.671297,0
-0.256269,0.887434,0.75401,0.878924,0.654471,0.49779,0.244348,0.340173,1.107054,0.491556,0
0.463204,0.653501,0.225623,0.544858,0.525633,0.266024,-0.130353,0.867465,0.872534,1.178339,0
0.392638,0.573113,-0.07388,1.319204,0.773766,0.265062,0.372456,-0.160236,0.142693,1.144865,1
0.40749,0.449722,0.38506,0.461408,0.498039,0.958854,0.606267,0.943244,0.517119,0.523401,0
0.076568,0.910387,0.663298,1.021776,0.665766,0.589759,-0.027818,0.464109,0.94137,0.823617,0
0.321059,-0.206017,0.947463,-0.266829,0.45406,1.215375,1.012465,0.405644,0.365791,-0.027323,0
0.315668,-0.067672,0.344408,0.081199,0.724872,0.919215,0.377968,-0.017649,-0.042494,0.94953,0
0.930767,0.809992,-0.252532,0.781397,1.540374,-0.377206,0.723285,0.959309,0.937115,0.808837,0
0.119537,0.301934,0.468912,0.511984,0.976256,0.579677,0.463276,0.180913,0.181632,0.766497,0
0.259834,1.043664,0.750135,0.859681,0.732975,0.614369,0.206139,0.297682,0.869282,0.999365,0
0.382126,0.405397,0.40149,0.055463,0.703592,0.580313,0.451694,0.46356,0.456035,0.472859,0
0.942868,0.036756,0.788945,0.446908,0.9519,-0.005919,0.132576,0.431063,0.46346,0.798906,0
0.177427,0.522377,0.551634,0.593531,0.224828,0.622541,0.207218,0.04044,0.182727,0.18487,1
0.31424,0.495483,0.308713,0.41329,0.482029,0.968087,0.629954,0.882821,0.598109,0.473843,0
-0.256707,1.187627,0.696129,0.729996,0.743882,0.788954,-0.387125,0.152653,0.989481,0.944219,0
0.376111,0.392242,0.415749,0.045765,0.713932,0.569975,0.453759,0.47037,0.450365,0.486575,0
0.7987,1.183402,0.43797,1.102104,0.267312,0.567403,0.429686,0.970148,0.425117,-0.421891,1
0.806537,0.899977,0.310331,0.1399,0.5838,0.521992,0.511497,0.489432,0.190216,0.349202,0
0.851044,0.952347,0.408956,0.342776,0.393379,0.117548,0.546168,0.297655,0.684971,1.017935,1
0.412466,0.495512,0.58253,0.577746,1.09161,0.939702,0.548299,0.062129,-0.038999,0.930787,0
1.00221,0.441304,0.460634,1.191902,0.358475,0.915886,0.367745,0.637783,0.650661,0.317767,0
0.320275,1.002239,0.29643,0.897532,0.550264,0.373761,0.303186,0.2102,0.115429,0.882231,1
-0.037996,0.569177,0.509602,0.715776,0.459606,0.92629,-0.142184,0.365206,1.14253,0.466167,0
0.953503,0.125283,0.910036,0.479618,0.866869,0.071978,0.23019,0.406155,0.313457,0.833603,0
0.972792,0.160684,0.918417,0.464188,0.846703,0.081812,0.208071,0.381533,0.333691,0.829948,0
0.311047,0.105795,0.322273,0.082711,0.779647,0.965659,1.041656,0.15696,-0.196247,0.557885,0
-0.351285,0.268893,-0.113334,0.337808,1.36913,0.73055,0.966831,0.827816,0.595239,1.352718,0
0.095187,0.449156,0.919023,0.559359,1.016022,1.000825,-0.351175,0.492856,1.28766,0.324032,0
0.392787,0.475652,0.364158,0.451089,0.522094,0.968009,0.641678,0.929566,0.549608,0.501272,0
0.639664,1.194046,-0.007045,1.165544,0.265249,0.410413,0.190576,-0.137542,0.174651,1.183866,1
0.259747,0.473168,0.699739,0.236319,0.621384,0.69507,0.994007,0.226906,0.548501,0.570284,0
0.377582,0.361788,0.450005,0.032586,0.74538,0.571623,0.421271,0.481836,0.453455,0.471319,0
0.710845,0.029852,0.799789,0.968068,0.480551,0.74636,0.341133,0.645925,0.694008,0.726192,0
-0.146092,1.211517,0.797383,1.017414,0.355735,0.686427,0.138747,0.126777,-0.167772,0.82424,1
0.055721,0.848468,0.584643,0.942835,0.752456,0.668176,-0.004501,0.543383,0.860242,0.725078,0
0.599976,-0.033291,0.235543,0.093067,0.886826,0.108198,0.745609,0.387297,0.554474,0.576706,1
-0.173487,0.480321,0.885614,0.763296,0.525741,0.798799,0.689225,0.027401,0.487871,0.700257,0
0.176014,0.217788,0.337346,0.01613,0.673642,1.250313,0.96364,-0.160323,-0.354832,0.606659,0
0.219672,0.231815,0.239674,0.453894,0.887899,0.85899,0.452707,0.297932,-0.021532,0.592713,0
0.739127,1.037578,0.553642,0.432299,0.250628,0.337435,0.369532,0.270848,0.401218,1.117607,1
1.071742,0.55594,0.374571,0.667062,0.315829,-0.140152,0.754573,0.226902,0.462484,1.160493,1
0.366966,0.38145,0.444405,0.04233,0.695175,0.600828,0.44274,0.455871,0.469405,0.508491,0
0.527856,0.030599,0.325519,0.227523,0.826759,0.079131,0.47151,0.594514,0.311611,0.392672,1
0.283474,0.236234,0.317387,0.352762,0.861057,0.786102,0.364918,0.278969,0.042707,0.699611,0
0.473021,0.716665,0.422625,0.236785,0.752031,0.205409,0.582455,0.149324,-0.100142,0.241775,0
0.473664,0.028659,0.55388,0.143788,0.672275,0.888496,0.852209,0.012497,0.094481,0.513825,0
0.159969,0.676858,0.250842,0.121466,0.465844,0.839124,0.738003,0.053772,0.689488,0.084773,0
1.121293,0.20114,1.192066,0.363575,0.74815,-0.157626,0.076565,0.32862,0.148807,0.573145,0
0.493893,0.093009,0.510134,0.128106,0.600109,0.922385,0.738005,-0.045629,0.062998,0.395202,0
0.210745,1.068314,0.068174,0.895276,-0.181778,0.590471,0.470632,1.171067,0.639116,-0.042999,1
0.270004,0.478059,-0.115977,0.09381,0.185946,0.549345,0.828078,-0.112071,0.816908,-0.115186,0
0.786633,0.52086,0.176012,1.413904,0.155958,0.313148,-0.192876,-0.384304,-0.195358,0.846991,1
0.228835,0.300342,0.452809,0.198973,0.872948,0.977773,0.496258,0.401771,0.009528,0.515147,0
0.228013,0.387373,0.094358,-0.251836,0.765179,1.235433,0.538719,-0.462086,0.361252,0.149074,0
0.050214,0.826455,0.586155,0.923472,0.728848,0.635011,0.012687,0.546914,0.830481,0.737823,0
-0.306552,0.316601,0.48864,-0.516111,1.142193,0.276288,0.396345,-0.29617,0.966466,-0.017281,0
0.212791,0.579631,0.587808,0.643681,0.253247,0.682066,0.2358,0.027579,0.17022,0.185084,1
0.284371,0.947426,0.662812,0.693408,-0.055432,0.825084,0.775824,0.800053,0.44333,0.107908,1
0.365941,0.375246,0.407846,0.056489,0.707049,0.566284,0.443396,0.462556,0.439909,0.500735,0
-0.375077,0.706493,0.448202,0.207551,0.714173,1.295167,1.119039,0.779797,0.552223,0.179403,0
0.433423,0.818027,0.653253,-0.214329,0.861765,0.120325,0.317363,0.391999,0.551436,1.294151,0
0.050962,0.65076,0.367936,0.822389,0.431138,0.650295,0.217393,0.281548,0.080043,1.086343,1
0.246684,1.094438,0.904985,0.914451,0.604465,0.846337,-0.16523,0.75707,0.913997,0.653995,0
0.78933,1.119087,0.710571,0.68292,0.565582,-0.015246,0.513811,-0.011003,0.679089,0.426747,1
0.328413,0.136277,0.282637,0.337533,0.96205,0.897041,0.464799,0.2846,0.071197,0.570585,0
0.808674,0.197054,0.413676,0.613438,0.452516,0.817997,0.661904,0.796543,1.00962,0.466854,0
0.450354,0.413393,0.323405,0.420235,0.586888,0.952633,0.612386,0.900725,0.574087,0.459325,0
0.845821,-0.111741,-0.113792,0.879657,-0.187648,1.510703,1.200417,-0.201278,0.729581,0.204499,0
0.192773,1.009904,0.445583,1.127296,0.939306,0.624582,0.1109,0.378503,0.618116,0.729806,0
-0.043098,0.999455,0.046377,-0.168411,0.575441,0.928709,0.749601,0.00759,1.011577,0.303969,0
0.639669,0.162614,0.562897,0.035688,1.172463,1.084521,-0.526866,0.913358,0.115493,1.671367,1
0.37854,0.403058,0.429583,0.049441,0.725599,0.576449,0.455303,0.469285,0.440269,0.494928,0
0.251744,0.752111,0.184856,0.032442,0.370989,0.726661,0.658457,0.058722,0.811873,0.074925,0
0.871073,-0.255479,0.710837,0.520761,0.918949,-0.163936,0.821544,0.852039,0.762511,0.249624,1
0.169217,0.204436,0.596272,-0.082919,0.969893,0.751239,0.530344,0.336421,-0.291663,0.400833,0
0.573211,0.724528,0.198853,0.2752,0.213318,1.163203,0.389462,1.290623,0.391517,-0.243131,1
0.723269,0.739734,0.999676,0.145884,-0.232385,0.509556,0.108889,-0.052642,1.646226,0.528108,0
0.403686,0.409146,0.128931,0.197172,0.83022,0.641335,0.281366,0.383315,0.052654,0.647369,0
1.323696,0.085148,0.409799,-0.092936,0.826794,-0.466387,-0.052355,0.329023,0.471881,0.364233,0
0.289509,0.762062,0.645687,0.775827,0.152803,0.865031,0.586005,0.846992,0.483854,0.026417,1
0.347356,0.105157,0.172644,0.372236,0.97261,0.730716,0.295107,0.329383,0.076385,0.659402,0
0.861985,0.836771,0.480677,0.374825,0.271697,0.132745,0.523074,0.31704,0.588292,0.979889,1
0.216144,0.742153,0.165854,0.081392,0.438264,0.731399,0.604874,0.142017,0.682,0.046382,0
0.761969,0.31632,0.755803,0.992338,1.008079,0.270728,0.447907,0.095947,0.250661,0.623834,1
0.67905,1.055337,0.433435,0.35329,0.89622,0.145737,0.537393,0.20882,-0.085108,0.49761,0
0.391089,0.843876,0.288056,0.000108,0.420801,0.734516,0.698386,0.329771,0.587745,-0.124473,0
0.913361,0.842116,0.612527,0.454693,0.368502,0.04026,0.471325,0.216423,0.613129,0.983615,1
0.294866,0.266767,0.431067,-0.231599,0.530801,1.098783,0.669361,-0.24117,0.205425,0.743725,0
0.322593,0.244048,1.082402,0.80789,0.075013,0.568429,0.120213,0.786112,0.492991,0.25052,0
0.9717,0.516956,0.65497,0.584742,0.517344,0.948403,0.654477,0.692949,1.073486,0.189556,0
0.377066,0.39395,0.416204,0.044867,0.715615,0.56821,0.452276,0.467704,0.452427,0.485477,0
0.410195,0.900437,0.569708,0.635782,0.054312,0.841479,0.692322,0.895449,0.489407,0.019323,1
0.506722,0.690409,0.44667,0.845058,0.158908,0.944138,0.743343,1.05932,0.376506,0.190901,1
0.836045,0.208806,-0.482867,-0.538995,1.051339,0.119505,0.188959,-0.35208,0.784606,0.121642,0
0.398119,0.706976,-0.013244,0.12345,0.184923,0.823331,0.907209,0.237427,0.731491,0.172778,0
0.546039,0.572669,0.325515,1.004078,0.293362,0.848126,0.335652,1.04023,0.839889,0.71915,0
0.471475,-0.089937,0.617966,-0.007209,0.77937,0.738053,0.702194,0.169786,-0.128477,0.615615,0
0.440732,0.441608,0.420192,0.143677,0.805465,0.720154,0.279833,0.452557,-0.142747,0.457491,0
0.881571,0.881668,0.512635,0.387528,0.305153,0.139558,0.541216,0.297975,0.630869,0.996099,1
0.413867,0.900125,0.596615,0.692189,0.020006,0.833338,0.717276,0.915281,0.426602,-0.007204,1
0.175006,0.258562,0.211193,0.420458,0.750353,0.638707,0.364297,0.231269,-0.034343,0.6433,0
0.378041,-0.080818,0.498272,0.701692,0.983871,1.385893,0.03944,0.279941,-0.473475,0.244096,0
-0.029139,1.293026,0.674377,1.168406,0.336967,1.145452,0.667821,0.421684,0.689196,0.923198,1
0.033544,0.919131,0.458699,0.940866,0.642034,0.726109,0.1271,0.553447,0.957454,0.70379,0
0.276116,0.212192,0.299085,0.385039,0.853945,0.819723,0.373601,0.2686,0.046669,0.673886,0
-0.042168,1.106157,0.523594,0.672175,0.708914,0.524594,-0.264588,0.412451,0.974667,0.900905,0
0.387168,0.485716,0.385291,0.447946,0.525347,0.921671,0.637186,0.989181,0.624993,0.529663,0
0.798841,0.762392,0.738597,0.129094,0.416591,0.293852,0.690319,0.045889,0.744019,1.181606,1
0.060743,0.644388,0.688626,0.620067,0.292187,0.847951,0.65484,0.294811,0.483877,0.728766,0
-0.489103,0.110858,-0.064024,-0.767429,-0.294553,1.280865,0.47734,0.741615,0.380897,0.410014,0
0.322368,0.979273,0.680711,0.414141,0.238373,1.092168,0.438978,1.206025,0.307392,-0.04961,1
0.488092,0.444132,0.460607,0.910289,0.256293,0.48654,0.225357,0.804108,0.612824,0.571317,0
0.431676,1.284749,0.498792,0.261831,0.303562,0.747746,0.368649,1.218055,0.222753,-0.001879,1
0.600465,-0.06829,0.499492,-0.118002,0.439897,0.730415,0.87393,0.218853,0.249329,0.27322,0
0.390747,0.510216,0.32542,0.566399,0.830288,0.175497,0.272105,0.213915,-0.212429,1.161142,1
0.981176,0.392272,0.116249,-0.067142,1.265556,1.537097,1.093604,-0.187912,0.351491,0.123566,0
0.122919,0.556753,0.347829,0.234564,0.589468,0.636201,0.653492,0.347962,0.876736,-0.080244,0
0.065306,0.598146,0.698828,0.589162,0.357946,0.956022,0.686097,0.218137,0.433464,0.69856,0
0.570017,0.030136,0.356499,0.270594,0.751338,0.177036,0.650602,0.632557,0.499934,0.399883,1
0.576446,0.603976,0.723773,0.586651,0.236024,0.812707,0.12511,1.256211,0.873925,0.224044,0
0.166205,1.066578,0.31749,0.965413,0.782512,0.407342,-0.174008,0.807279,0.566351,0.692512,0
-0.191917,0.534707,0.644974,0.591362,0.435661,0.716763,0.426531,0.24862,0.26834,0.551683,0
0.228343,0.346916,1.009177,0.742944,0.849862,0.063203,-0.146945,0.76091,1.483255,1.359446,0
0.210896,0.28663,0.247751,0.552125,1.24086,1.216519,0.010079,0.03469,0.048946,0.379351,0
0.455036,0.935256,0.72189,0.490086,0.393654,0.350315,0.793338,0.805513,0.489725,0.177633,1
0.525351,0.121903,1.179882,0.863177,0.57295,0.294763,0.871161,0.209961,0.566812,0.779777,1
0.069726,0.238803,0.54426,0.936806,0.395366,0.950954,1.021814,0.578688,0.435259,1.06151,0
0.120038,1.054439,0.149172,0.018177,0.235014,1.007739,0.971729,0.320537,0.423799,0.272853,0
0.719261,0.444031,0.372642,1.128132,0.152508,0.85252,0.169869,0.943612,0.784592,0.429035,0
0.217138,0.179595,0.493496,0.268744,1.070089,0.837875,0.353454,0.428893,0.189354,0.72326,0
-0.011371,0.514388,0.600504,0.520099,0.259999,1.045431,0.724545,0.168449,0.453424,0.754243,0
0.049829,0.635433,0.435594,1.122362,0.885901,0.880633,-0.139706,0.573613,1.032891,0.855218,0
0.370618,0.593947,0.228419,-0.072912,0.383008,0.984923,0.880739,0.042856,0.53841,0.147493,0
0.616504,0.289313,0.943647,0.957565,1.128583,0.425418,0.459617,-0.120832,0.227792,0.8335,1
1.003285,0.144564,0.966017,0.495634,0.889978,0.038052,0.177909,0.360744,0.339653,0.787425,0
0.27051,0.040255,-0.014317,0.561458,0.75514,0.4458,0.701026,0.296346,0.041898,0.504629,0
0.375478,0.387647,0.435037,0.033083,0.698346,0.588975,0.462682,0.463392,0.472265,0.494651,0
0.223101,0.191922,0.368402,0.440937,0.894347,0.836186,0.321238,0.299257,0.082426,0.67541,0
1.025684,0.687348,0.506495,0.501217,0.209538,0.150786,0.709252,0.42756,0.766784,1.154109,1
0.155811,0.891031,0.389991,0.041265,0.815441,0.915278,0.229923,-0.14695,1.201826,0.168811,0
0.741393,0.716507,0.357578,0.416728,0.418192,0.035867,0.46965,0.177185,0.726812,1.034339,1
0.978897,0.322901,0.775725,1.060445,1.179936,0.505803,0.150177,-0.108865,0.25038,0.882413,1
0.002098,0.424788,0.239544,0.105415,1.095241,0.728037,0.530554,0.53983,-0.019172,0.880909,0
0.418183,0.536945,0.397025,0.4567,0.498468,0.974743,0.603239,1.037793,0.583411,0.486041,0
0.87391,0.785133,0.785932,0.360693,0.662174,0.125043,0.709961,0.297495,1.048429,0.715453,1
0.410399,0.028917,0.556228,0.155991,0.828645,0.135191,0.621375,0.488414,0.550673,0.624298,1
0.147097,-0.412333,0.583389,0.49061,1.547878,-0.684901,1.45515,0.686385,-0.144768,1.400114,0
0.564832,0.65697,1.0136,0.974973,0.498702,0.916706,0.475396,1.31535,0.592715,0.332744,0
0.909017,0.873708,0.52358,0.414643,0.305754,0.182415,0.558635,0.361283,0.614036,0.967255,1
0.403761,0.602323,0.342291,0.49117,0.546226,0.939671,0.748449,0.929236,0.703597,0.416018,0
0.369158,-0.381779,0.133692,-0.362647,0.7856,0.944788,0.692502,-0.430712,-0.256704,0.276961,0
0.31939,0.6059,0.59274,0.48873,0.139528,1.174386,0.604244,0.920022,0.801437,-0.21394,1
0.160853,0.698457,0.194731,0.026537,0.293414,0.726044,0.709043,0.118588,0.832452,0.010922,0
-0.001527,0.560752,0.743353,0.560408,0.346859,0.987011,0.70266,0.27182,0.500292,0.771586,0
-0.430097,0.540976,0.494027,0.001272,0.104769,0.194924,0.322542,-0.570821,0.834281,-0.414186,0
0.983149,0.430619,0.45684,0.513246,-0.462587,1.171186,-0.28103,1.598719,0.948954,0.118556,0
0.859894,0.861924,0.59268,0.476654,0.244081,0.109719,0.500197,0.31805,0.595722,0.90222,1
0.989767,0.150362,0.924158,0.470248,0.858837,0.079943,0.208141,0.40507,0.340332,0.83554,0
0.686489,0.869626,0.276273,0.248222,0.713109,0.373817,0.649266,0.298367,0.028697,0.428945,0
0.044467,0.169523,0.503167,0.218197,0.710594,1.034557,0.236774,0.412129,-0.023884,0.739464,0
0.252911,0.861861,0.182567,-0.031333,0.445405,0.817402,0.74941,0.15948,0.773957,0.020069,0
0.448345,0.746871,0.474242,0.43334,0.043436,1.056656,0.51594,1.074097,0.487799,0.184397,1
0.742622,-0.053961,-0.270817,0.382181,0.358106,0.407868,1.491547,1.013132,0.785543,0.737536,0
0.317875,-0.049553,0.745752,-0.029317,0.478091,0.820098,0.672958,-0.156495,0.021864,0.323503,0
0.127485,-0.288121,-0.118997,1.412741,0.72872,0.017985,0.106318,1.237708,0.468347,0.08351,0
0.433459,0.477314,-0.013694,0.145505,1.178725,0.392256,0.605908,0.578139,-0.194343,0.546043,0
0.072474,0.771885,0.576802,0.492203,0.407013,0.894336,0.868137,0.119681,0.3055,0.682366,0
0.77909,0.444102,0.222807,0.368256,0.961208,0.034851,0.960062,0.983661,0.974312,0.988008,0
0.233194,0.096374,0.430554,-0.158609,0.565081,1.147087,0.748577,0.285865,-0.258821,0.825966,0
-0.320215,0.69086,0.515075,0.535492,0.796035,0.836557,-0.281969,0.416819,0.526114,1.101921,0
0.592466,0.162148,0.419728,-0.021237,0.599113,0.380445,0.604056,0.874017,0.744898,0.479087,1
0.266821,0.229773,0.302404,0.373119,0.855512,0.807646,0.388557,0.265104,0.031351,0.66881,0
0.220907,0.958496,0.147919,0.212062,0.404262,0.634978,0.668746,-0.116448,0.721574,0.030735,0
0.550484,0.14066,0.650585,-0.110286,0.574766,0.766815,0.946706,0.023858,0.084466,0.671939,0
0.227009,0.717688,0.2046,0.059585,0.404167,0.754529,0.713523,0.111784,0.758324,0.083683,0
0.316401,0.049846,0.411975,0.025639,0.658557,0.956919,0.919097,0.019667,0.120447,0.397862,0
0.246871,0.227908,0.286175,0.367188,0.874686,0.815664,0.372278,0.276132,0.031264,0.666682,0
0.469184,1.485506,0.8012,-0.108055,-0.14896,0.605631,0.399903,0.748599,0.857177,0.60259,0
0.002661,0.430148,0.660076,0.526929,1.052345,1.082964,0.712914,0.591094,-0.035065,0.423266,0
0.032319,0.347246,0.347782,0.643172,1.124524,0.888477,0.630802,0.314605,-0.159347,0.822202,0
0.267534,0.923872,0.467012,0.988788,0.647859,0.377942,0.310798,0.129943,0.276423,0.96862,1
0.056655,0.888767,0.543127,0.828727,0.802731,0.753263,-0.010166,0.634353,0.901893,0.648511,0
0.42302,0.482808,0.455613,0.458549,0.565421,0.909607,0.657503,1.007187,0.620423,0.517035,0
0.717688,0.140244,0.452454,0.387078,0.836974,0.34387,0.357256,0.60777,0.400428,0.369049,1
0.255186,0.497492,0.995512,0.63808,1.132181,0.324546,-0.029498,0.082492,0.485998,0.348276,0
0.70594,0.090038,0.773505,0.140473,0.684952,1.253266,0.987126,-0.281423,0.259631,0.431136,0
0.387579,0.449266,0.497996,0.403531,0.647143,0.957842,0.686887,0.973463,0.634331,0.536288,0
0.059845,0.871994,0.585885,0.797521,0.756677,0.62322,0.124141,0.538987,0.886801,0.682911,0
0.030109,1.155644,0.545274,0.790805,-0.075516,1.459614,0.920742,0.130594,0.301059,0.992348,0
0.655592,0.861673,0.476143,0.529135,0.227037,1.186663,0.560812,0.956723,0.776978,-0.184049,1
0.100618,0.564958,0.339853,0.510917,0.567051,0.662298,0.465017,0.525782,0.030019,0.712533,0
0.206469,0.64129,0.319631,-0.141937,0.359216,0.786586,0.900711,-0.06579,0.740593,0.163907,0
0.359356,0.379225,0.428871,0.029303,0.725596,0.56824,0.450381,0.484211,0.457794,0.49103,0
0.080368,0.251279,0.340545,0.326384,0.658601,0.926162,0.344159,0.118945,-0.092006,0.86258,0
0.968902,0.890489,0.558888,0.478596,0.316318,0.192149,0.578351,0.413453,0.667385,1.023262,1
0.927479,0.866056,0.499639,0.540285,0.393112,0.300511,0.638414,0.49871,0.528636,1.026911,1
0.412893,-0.128566,1.069053,0.975049,0.780078,0.992165,0.133093,0.741956,0.552362,0.252724,0
0.226056,0.620593,0.97834,0.606478,0.681484,0.828935,0.366083,0.167526,0.612265,0.361483,1
-0.410715,0.625868,0.221578,0.362213,0.996029,0.460374,0.23026,0.486682,1.027692,0.716909,0
0.207842,0.640557,0.437203,1.210446,1.04745,0.819618,0.124671,0.763618,0.480796,0.474189,0
0.033774,0.690996,0.541514,0.582384,0.500645,0.989246,0.706951,0.118905,0.433368,0.694273,0
0.265549,0.242155,0.260138,0.398931,0.86583,0.807321,0.351166,0.259514,0.044715,0.713692,0
0.719003,-0.116901,0.582727,-0.080437,1.101377,0.806596,-0.03888,-0.166263,-0.328504,0.388645,0
0.473487,-0.011558,0.449949,-0.018621,0.719502,1.001993,0.865365,-0.110686,-0.092891,0.513678,0
0.422343,0.337554,0.469642,0.005461,0.667239,0.574931,0.451358,0.438884,0.425764,0.507686,0
0.221525,0.61495,0.979702,0.598859,0.692031,0.830983,0.365041,0.176064,0.615164,0.356273,1
0.400786,0.794569,0.000662,-0.012104,0.615683,0.710475,0.493193,0.21452,0.897707,0.079262,0
0.682592,0.352636,0.624666,0.96416,0.453449,0.676494,0.364807,0.989841,0.762897,0.509194,0
0.182036,0.759887,0.146613,0.048708,0.377962,0.800197,0.715974,0.118268,0.768631,0.03184,0
0.815629,1.056995,0.825786,0.34467,0.56285,0.301693,0.572268,0.486543,0.679705,0.952188,1
0.381045,0.950392,0.530706,0.63149,0.127822,0.856164,0.706543,0.929424,0.476111,-0.021112,1
0.664197,0.89852,0.258077,0.240863,0.69718,0.331206,0.620407,0.305823,0.034233,0.444948,0
0.447524,0.155573,0.519106,0.065826,0.674627,0.790672,0.789618,-0.043989,-0.051407,0.379145,0
0.689035,-0.076944,0.547248,-0.080806,0.815683,0.839042,0.651258,0.004696,0.036623,0.663247,0
0.782278,0.570853,0.691307,1.181365,0.345644,0.36034,0.296924,1.302945,0.445222,0.202267,0
