n1,n2,n3,n4,n5,n6,n7,n8,class
74.6,68.3,1014.3,9.4,0.4,5.1,84.9,64.0,0.0
69.2,62.6,1012.7,12.3,1.4,8.9,84.0,55.9,0.0
73.9,69.7,1016.8,5.2,7.2,8.9,84.9,68.0,0.0
77.5,71.5,1005.4,12.0,15.0,25.1,96.1,66.9,1.0
78.3,73.0,1008.7,12.6,10.8,15.0,88.0,69.1,1.0
84.8,75.8,1017.3,12.8,6.0,20.0,93.0,75.9,0.0
81.8,73.4,1011.5,11.0,7.2,15.9,90.0,73.0,0.0
75.7,69.6,1018.1,9.4,11.1,20.0,84.9,70.0,1.0
74.7,67.8,1014.2,7.6,3.1,13.0,84.0,66.0,1.0
76.0,64.5,1009.1,11.2,11.5,22.0,87.1,64.9,1.0
78.6,67.1,1008.7,12.2,13.4,22.0,84.0,73.0,1.0
83.1,74.0,1012.0,12.9,12.7,17.1,93.0,73.9,0.0
77.5,72.3,1016.1,12.1,8.5,22.0,90.0,69.1,1.0
69.0,60.8,1017.0,11.1,10.2,22.0,80.1,57.0,0.0
79.5,68.9,1018.5,11.4,5.1,10.1,91.9,66.0,0.0
77.0,71.8,1012.5,10.0,8.6,14.0,84.9,72.0,1.0
75.7,71.2,1013.5,8.4,5.0,13.0,84.0,71.1,0.0
74.4,69.3,1013.1,8.8,3.2,10.1,82.9,69.1,1.0
69.7,60.9,1019.1,12.2,8.3,15.0,82.9,59.0,0.0
78.3,64.6,1014.5,11.2,11.2,17.1,90.0,66.0,0.0
68.8,57.5,1016.6,11.7,6.8,13.0,79.0,59.0,1.0
75.4,62.2,1010.2,12.2,14.2,22.0,86.0,66.9,0.0
62.9,58.0,1018.9,9.8,7.3,18.1,64.9,60.1,1.0
66.0,61.0,1007.8,9.6,13.2,19.0,75.0,60.1,1.0
56.4,49.9,1018.3,12.5,10.4,22.0,70.0,46.0,0.0
60.8,50.0,1021.1,12.2,3.5,11.1,81.0,45.0,0.0
55.9,45.7,1023.3,11.8,6.8,10.1,71.1,41.0,0.0
57.1,49.3,1018.0,14.7,3.1,15.0,70.0,48.0,0.0
63.6,49.2,1017.0,14.3,18.6,28.0,73.9,55.9,1.0
67.3,59.9,1014.5,10.8,10.9,17.1,75.9,63.0,0.0
58.7,54.4,1016.0,11.9,5.9,20.0,73.0,53.1,0.0
60.0,48.8,1018.9,13.6,1.4,8.9,77.0,46.9,0.0
63.3,54.4,1015.8,14.3,7.2,15.0,77.0,52.0,0.0
42.6,38.5,1014.3,9.8,11.8,20.0,48.0,37.0,1.0
46.0,37.9,1022.3,13.9,10.1,18.1,57.0,39.9,0.0
58.4,50.4,1015.1,11.6,5.4,10.1,72.0,50.0,0.0
45.2,34.5,1019.2,14.9,14.3,30.1,57.0,37.9,0.0
48.8,40.1,1024.7,14.0,1.9,8.9,73.0,35.1,0.0
54.7,47.3,1002.5,11.4,1.5,10.1,72.0,43.0,0.0
48.2,37.9,1015.3,14.9,10.1,26.0,59.0,39.9,0.0
33.4,26.4,1026.4,13.6,7.3,17.1,51.1,21.9,0.0
34.4,21.6,1022.6,14.9,9.6,15.9,55.0,21.0,0.0
47.2,33.7,1007.1,14.9,13.5,26.0,66.0,37.0,0.0
44.1,31.4,1020.5,14.9,6.9,10.1,57.9,33.1,0.0
38.9,26.8,1028.0,13.3,8.6,19.0,48.9,28.9,0.0
17.7,9.1,1033.4,12.9,6.8,10.1,25.0,14.0,0.0
16.5,4.5,1021.9,12.8,10.3,26.0,27.0,10.9,0.0
35.8,26.9,1012.3,12.3,16.8,27.0,50.0,28.9,0.0
30.0,27.3,1011.8,4.3,10.9,22.9,39.0,19.0,1.0
18.7,10.4,1024.9,10.8,15.0,40.0,39.9,8.1,0.0
35.3,25.3,1023.5,13.5,7.7,18.1,48.9,26.1,0.0
36.6,34.8,1022.5,2.4,2.5,8.9,45.0,32.0,1.0
4.2,-6.2,1029.7,11.0,7.4,8.9,16.0,-2.0,0.0
36.6,31.3,1005.7,12.2,10.9,15.9,46.9,30.9,0.0
23.4,21.6,1008.6,3.0,6.3,13.0,28.9,10.9,1.0
28.5,21.8,1017.0,9.9,11.6,26.0,37.9,10.9,0.0
33.4,27.4,1019.8,7.9,3.6,13.0,46.9,25.0,0.0
3.0,-3.4,1013.7,4.2,13.1,25.1,10.9,-0.9,0.0
4.7,-6.0,1022.1,11.6,15.2,30.1,14.0,0.0,0.0
11.1,3.0,1031.1,10.0,1.4,8.9,26.1,3.0,0.0
35.9,33.1,1017.4,3.6,1.2,6.0,48.0,28.9,0.0
36.7,30.4,1016.5,11.4,0.6,8.9,46.9,28.9,0.0
22.5,18.2,1018.8,6.2,11.9,19.0,26.1,19.9,0.0
23.7,17.3,1026.2,12.8,18.6,26.0,39.9,15.1,0.0
23.9,16.9,1014.8,10.6,6.4,13.0,39.9,12.0,0.0
15.2,7.3,1033.5,14.9,7.6,13.0,27.0,8.1,0.0
12.8,1.8,1035.8,14.0,12.4,22.0,24.1,5.0,0.0
52.8,39.8,1006.5,14.9,12.6,26.0,72.0,41.0,0.0
26.1,17.4,1022.3,10.6,9.0,13.0,32.0,21.9,1.0
33.3,16.9,1018.5,14.9,5.0,12.0,48.9,25.0,0.0
30.0,18.4,1019.2,14.9,13.6,17.1,34.0,27.0,0.0
36.2,27.2,1017.1,10.2,7.0,13.0,52.0,26.1,0.0
59.7,51.1,986.8,9.9,21.8,40.0,75.0,48.0,0.0
40.3,24.5,1028.1,14.9,2.0,7.0,64.0,26.1,0.0
41.5,33.6,1006.9,8.2,6.9,10.1,55.0,33.1,1.0
51.9,33.2,1014.2,12.1,7.8,17.1,69.1,39.0,0.0
39.0,23.8,1023.5,11.7,17.7,30.1,51.1,34.0,0.0
48.0,20.8,1024.5,13.8,4.8,14.0,64.9,34.0,0.0
46.2,27.3,1020.9,14.5,10.6,22.0,55.0,37.0,0.0
72.0,55.5,998.0,14.1,8.0,20.0,91.9,55.9,1.0
40.4,24.0,1019.1,14.9,5.3,13.0,51.1,28.0,0.0
44.7,33.4,1021.1,14.4,2.2,10.1,57.9,37.0,0.0
54.4,49.6,989.9,6.5,15.1,35.0,73.0,43.0,1.0
55.5,50.6,1009.8,11.4,12.3,22.0,64.9,43.0,1.0
64.8,52.7,1011.5,14.4,1.0,8.9,75.9,55.9,0.0
68.6,53.0,1014.1,12.3,1.5,8.9,84.0,53.1,0.0
59.0,53.0,1013.4,11.8,5.4,22.0,73.0,48.0,1.0
58.5,53.4,1014.8,11.8,14.0,24.1,77.0,52.0,1.0
63.1,59.3,1009.4,8.0,1.9,15.9,72.0,60.1,1.0
67.1,55.9,1008.7,12.8,10.6,17.1,72.0,63.0,1.0
73.8,58.5,1009.3,14.9,8.8,18.1,84.9,61.0,0.0
69.0,48.6,1018.4,14.7,3.5,12.0,80.1,55.9,0.0
78.1,67.9,1008.9,11.0,8.1,22.0,88.0,66.0,1.0
63.1,60.1,1010.1,9.2,11.2,30.1,72.0,57.0,1.0
80.0,69.6,1005.2,14.9,12.3,25.1,90.0,72.0,0.0
72.5,53.2,1016.5,13.3,6.2,18.1,88.0,60.1,0.0
71.7,53.1,1017.2,13.3,2.4,12.0,82.0,55.9,0.0
71.6,58.5,1016.2,11.1,1.7,17.1,84.9,57.9,1.0
73.3,58.5,1016.1,11.9,9.8,18.1,81.0,66.0,0.0
72.7,67.3,1013.1,7.1,8.2,22.0,77.0,69.1,1.0
74.7,66.8,1008.0,11.8,5.3,20.0,84.0,66.9,1.0
67.9,58.5,1018.8,14.9,5.4,10.1,78.1,57.0,0.0
68.5,56.1,1019.7,14.9,1.7,8.9,78.1,57.9,0.0
73.7,64.9,1014.2,13.4,3.2,10.1,82.9,62.1,0.0
71.3,61.6,1015.1,14.9,1.5,8.0,82.0,59.0,0.0
72.4,66.4,1017.5,12.0,6.3,22.0,81.0,68.0,1.0
76.8,68.0,1018.1,13.4,2.6,10.1,87.1,68.0,0.0
66.8,64.2,1018.0,3.9,4.5,8.9,73.9,64.9,1.0
76.4,68.1,1018.0,12.2,9.6,18.1,86.0,68.0,1.0
63.3,51.8,1015.1,13.8,2.0,8.9,80.1,50.0,0.0
69.2,58.9,1015.5,14.0,7.5,12.0,80.1,59.0,0.0
64.3,58.2,1013.4,9.1,3.1,10.1,73.9,57.0,0.0
72.2,60.2,1014.5,13.5,1.1,6.0,82.9,62.1,0.0
62.3,51.4,1025.0,13.6,3.3,8.9,73.9,46.9,0.0
68.5,62.0,1009.6,5.7,0.3,4.1,75.9,62.1,1.0
59.8,52.1,1021.8,8.7,0.4,5.1,73.9,50.0,0.0
74.5,64.5,1016.5,9.3,7.9,13.0,87.1,66.9,0.0
60.1,53.4,1019.3,7.8,3.6,10.1,71.1,52.0,0.0
59.9,50.6,1017.8,12.0,3.4,11.1,72.0,52.0,0.0
71.2,65.1,1011.2,7.6,13.8,22.0,77.0,64.9,0.0
42.9,35.1,1028.5,9.9,3.3,15.0,55.9,33.1,0.0
53.9,45.5,1016.6,11.5,16.5,28.0,64.9,46.0,1.0
58.5,46.5,1020.2,10.2,4.4,11.1,78.1,43.0,0.0
70.4,60.1,1014.1,10.8,10.9,19.0,75.9,64.9,1.0
58.5,45.7,1020.2,13.5,6.0,15.0,73.0,45.0,0.0
48.7,40.5,1017.1,8.7,8.2,15.9,62.1,37.9,0.0
61.7,46.1,1011.2,11.9,3.7,8.9,75.0,52.0,0.0
58.2,49.7,1008.0,9.4,12.4,22.0,75.0,48.0,0.0
47.0,38.1,1006.2,12.1,10.0,20.0,71.1,36.0,0.0
29.2,20.3,1023.8,10.3,24.5,30.1,35.1,25.0,0.0
34.9,25.8,1025.5,7.9,4.4,15.0,48.0,24.1,0.0
38.0,28.8,1022.9,10.7,8.5,22.0,55.9,28.0,0.0
34.7,25.9,1019.5,9.9,6.8,13.0,52.0,25.0,0.0
24.9,13.4,1024.5,9.9,7.0,13.0,37.9,16.0,0.0
27.5,20.9,1019.3,8.0,0.9,8.0,39.0,18.0,0.0
17.6,10.8,1016.9,10.2,9.6,22.0,30.0,9.0,0.0
9.5,4.6,1013.6,5.2,14.5,22.0,23.0,0.0,0.0
32.4,27.1,1011.8,9.4,11.4,25.1,39.9,27.0,0.0
19.7,13.4,1022.8,8.7,13.2,24.1,36.0,12.0,0.0
23.5,15.7,1024.5,10.4,14.2,30.1,28.9,18.0,0.0
39.5,29.7,1017.5,9.2,5.0,8.9,55.9,27.0,0.0
11.6,3.2,1030.4,10.1,8.4,17.1,26.1,1.9,0.0
38.6,29.7,1006.2,9.7,17.6,33.0,53.1,32.0,0.0
24.1,18.8,1015.7,6.3,7.7,13.0,28.0,16.0,0.0
16.2,11.4,1023.6,9.5,7.5,15.9,37.0,3.0,0.0
35.7,26.6,1014.9,11.2,11.1,17.1,44.1,30.0,0.0
37.5,29.3,1011.8,11.2,9.2,21.0,55.0,26.1,0.0
18.8,13.7,1017.4,5.4,20.1,27.0,26.1,10.9,0.0
19.7,12.1,1024.1,9.9,10.6,17.1,28.9,12.0,0.0
-0.4,-9.2,1034.1,7.4,19.5,24.1,3.0,-4.0,0.0
-2.4,-9.8,1031.9,9.7,13.5,22.0,10.0,-13.0,0.0
29.0,24.9,1017.5,6.8,11.4,19.0,37.9,23.0,0.0
9.0,0.3,1031.8,9.9,12.6,22.0,21.9,0.0,0.0
10.6,2.5,1033.6,7.5,19.1,24.1,15.1,7.0,0.0
32.1,28.8,1014.5,7.7,8.8,13.0,46.0,24.1,0.0
31.8,27.5,1021.8,4.6,5.1,15.9,46.9,24.1,0.0
46.6,44.5,1008.3,6.4,7.9,17.1,48.9,41.0,1.0
31.0,24.1,1018.5,9.6,7.8,22.0,42.1,23.0,0.0
43.2,32.5,1009.3,9.6,13.0,26.0,64.9,32.0,0.0
16.6,7.3,1034.8,9.9,11.8,20.0,30.0,10.0,0.0
18.5,13.2,1022.1,6.4,20.8,27.0,25.0,14.0,0.0
30.6,27.0,1008.9,5.5,14.9,22.0,37.0,28.0,1.0
19.4,12.2,1022.5,10.1,5.7,14.0,37.0,9.0,0.0
41.5,33.2,1018.5,11.4,5.3,26.0,57.9,28.9,0.0
38.2,29.0,1009.6,9.3,22.9,26.0,42.1,35.1,0.0
38.1,30.4,1018.9,9.7,12.0,17.1,50.0,34.0,0.0
47.5,45.9,1007.5,4.6,13.0,22.0,50.0,46.0,1.0
42.5,36.5,1010.5,7.2,12.0,26.0,48.9,37.9,0.0
44.8,33.8,1005.2,11.0,10.9,30.1,57.0,35.1,0.0
54.1,40.1,1004.0,8.5,11.5,22.9,64.9,43.0,0.0
39.6,30.1,1024.8,11.3,16.9,22.0,50.0,33.1,0.0
47.8,43.3,1023.8,7.7,8.0,18.1,55.0,39.9,0.0
64.7,60.9,1002.2,7.7,15.7,22.0,69.1,62.1,1.0
63.5,50.6,1012.3,10.1,15.9,22.0,73.0,55.0,0.0
59.7,48.4,1017.2,13.0,7.4,17.1,73.9,46.9,0.0
58.3,48.7,1016.9,11.6,4.3,17.1,72.0,44.1,0.0
67.0,63.5,1019.3,9.3,7.0,22.0,77.0,62.1,1.0
68.1,58.4,1012.2,10.4,5.6,8.9,80.1,57.0,0.0
66.8,58.8,1008.2,12.2,13.1,26.0,78.1,55.0,0.0
63.0,49.6,1013.7,12.6,6.8,13.0,75.9,48.0,0.0
74.2,68.5,1008.9,10.0,8.3,22.0,84.9,68.0,1.0
56.7,49.3,1022.8,11.6,6.6,13.0,61.0,51.1,1.0
67.1,57.9,1015.0,9.1,9.1,17.1,77.0,57.9,0.0
70.1,57.3,1014.4,11.3,3.2,13.0,81.0,57.9,0.0
75.1,65.9,1010.1,12.0,5.3,15.9,86.0,66.0,0.0
63.5,60.7,1011.4,8.9,7.2,13.0,69.1,60.1,1.0
75.0,69.4,1014.0,10.5,14.6,22.9,86.0,66.9,1.0
64.4,58.5,1014.9,9.4,4.7,17.1,73.9,57.0,1.0
73.5,69.3,1007.6,11.1,10.5,20.0,81.0,64.9,1.0
77.4,72.3,1009.9,7.4,12.1,17.1,91.0,69.1,1.0
63.9,60.8,1017.1,7.7,12.2,19.0,68.0,60.1,1.0
76.3,69.5,1016.4,11.6,8.5,19.0,86.0,66.9,0.0
79.7,73.4,1015.5,11.4,5.4,13.0,90.0,70.0,0.0
76.0,66.4,1019.9,9.3,4.2,11.1,86.0,68.0,1.0
82.4,74.0,1014.0,12.3,5.8,14.0,93.0,72.0,1.0
77.5,67.2,1016.0,11.1,4.9,11.1,90.0,64.0,0.0
74.0,62.4,1019.8,11.6,5.7,15.0,84.9,63.0,0.0
82.3,70.0,1006.5,10.4,5.9,10.1,93.0,69.1,0.0
72.3,62.9,1020.3,10.6,11.5,20.0,84.9,62.1,0.0
69.3,62.0,1017.4,9.2,2.2,8.9,81.0,59.0,0.0
74.1,68.7,1012.6,9.6,10.8,20.0,80.1,68.0,1.0
69.5,65.2,1016.9,8.2,13.2,17.1,77.0,64.0,1.0
76.1,68.0,1007.0,12.3,12.4,24.1,84.9,68.0,0.0
65.2,59.2,1015.3,8.8,10.8,18.1,73.0,60.1,1.0
64.3,61.7,1016.9,4.9,5.3,13.0,69.1,61.0,1.0
69.7,64.8,1006.9,9.2,11.3,22.0,73.9,64.9,1.0
60.4,48.7,1014.2,13.3,3.4,13.0,77.0,50.0,0.0
60.9,49.1,1018.8,10.4,1.9,6.0,77.0,48.0,0.0
58.0,48.9,1015.4,10.0,12.8,22.0,77.0,48.0,1.0
52.7,49.8,1018.4,4.4,7.9,15.9,57.9,50.0,1.0
55.0,43.3,1019.8,9.7,14.2,21.0,64.9,48.9,0.0
72.0,62.4,998.6,9.1,6.8,22.0,84.9,60.1,1.0
47.3,40.3,1026.5,9.4,9.7,13.0,55.0,39.0,1.0
61.5,51.5,1015.1,10.0,1.8,6.0,79.0,51.1,0.0
60.4,50.5,1016.6,12.2,10.8,20.0,75.0,48.0,0.0
42.0,35.4,1031.2,9.2,11.7,17.1,44.1,39.9,0.0
41.8,33.9,1023.2,9.9,5.3,8.9,48.9,37.0,0.0
37.0,31.4,1025.8,7.6,10.2,17.1,43.0,33.1,1.0
33.1,22.0,1025.9,9.9,11.8,22.9,37.9,28.0,0.0
18.3,6.9,1023.2,9.3,11.4,24.1,25.0,15.1,0.0
35.5,30.0,1016.9,8.9,7.9,13.0,55.9,24.1,0.0
56.0,51.1,997.3,8.5,11.2,27.0,66.9,50.0,1.0
29.9,22.7,1024.8,8.4,16.5,22.0,34.0,27.0,0.0
38.8,30.1,1017.6,10.7,16.1,28.9,52.0,30.9,0.0
22.8,14.6,1028.1,9.9,8.2,13.0,33.1,15.1,0.0
38.0,33.1,1020.3,9.8,3.8,13.0,54.0,27.0,0.0
51.6,51.0,1007.7,1.6,11.8,20.0,57.9,46.0,1.0
45.7,39.9,987.4,7.9,18.8,28.9,52.0,43.0,0.0
29.1,20.3,1022.4,11.5,4.5,15.0,43.0,21.0,0.0
14.1,8.0,1020.4,2.5,17.5,26.0,19.0,5.0,0.0
5.2,-7.7,1022.9,8.3,13.6,17.1,18.0,-2.9,0.0
4.4,-9.0,1014.1,11.8,6.7,13.0,25.0,-6.0,0.0
8.8,-0.5,1037.8,11.5,8.5,14.0,19.9,3.0,0.0
35.3,31.5,1004.7,6.7,8.2,13.0,39.9,30.0,0.0
16.9,9.4,1033.8,8.7,2.7,8.9,35.1,5.0,0.0
24.2,17.9,1016.1,9.3,11.9,17.1,35.1,18.0,0.0
33.6,26.1,1019.1,10.9,9.7,19.0,44.1,28.0,0.0
35.1,30.6,1014.4,9.9,3.8,13.0,43.0,28.9,0.0
39.8,35.0,1002.0,8.0,12.9,22.0,45.0,37.0,1.0
2.7,-11.6,1029.6,8.6,15.8,26.0,9.0,-2.9,0.0
22.0,12.4,1024.3,9.4,5.9,8.9,30.9,15.1,0.0
41.0,33.1,1015.5,8.4,7.9,13.0,57.0,32.0,0.0
35.1,27.0,1013.3,9.2,12.2,22.0,50.0,28.0,0.0
39.1,28.6,1012.3,10.5,11.4,26.0,46.9,33.1,0.0
43.0,32.6,1009.7,9.4,4.6,13.0,54.0,35.1,0.0
32.1,25.9,1019.0,5.6,1.2,8.9,36.0,28.9,1.0
24.6,12.5,1014.6,9.2,14.9,22.9,32.0,19.0,0.0
31.8,23.6,1023.9,6.3,6.5,17.1,37.0,28.9,0.0
36.1,29.2,1008.9,7.6,9.7,17.1,48.9,30.0,0.0
26.2,19.8,1012.2,3.5,14.3,22.0,35.1,21.0,0.0
28.2,19.5,1031.8,6.4,11.1,17.1,30.9,26.1,0.0
33.1,22.9,1013.4,10.4,9.1,15.9,41.0,25.0,0.0
34.2,25.6,1025.2,7.5,4.9,13.0,39.0,30.9,0.0
39.8,31.7,1003.3,8.4,7.0,18.1,54.0,35.1,0.0
20.6,10.0,1012.3,8.1,15.4,27.0,27.0,17.1,0.0
35.0,23.2,1022.4,10.9,4.0,13.0,48.0,25.0,0.0
54.6,47.6,1002.9,6.8,10.7,20.0,68.0,41.0,1.0
38.1,28.2,1018.8,9.2,11.1,18.1,44.1,30.9,0.0
62.0,44.8,1006.8,9.2,12.4,26.0,80.1,52.0,0.0
37.5,34.3,1010.8,3.2,11.6,18.1,39.9,36.0,1.0
52.8,30.6,1026.7,10.9,4.1,8.9,64.9,37.0,0.0
61.3,54.2,1013.0,8.4,6.7,13.0,69.1,57.0,1.0
53.3,37.4,1023.1,11.7,6.6,13.0,66.9,46.9,0.0
71.9,47.8,1013.2,14.9,9.7,15.0,84.9,60.1,0.0
73.6,56.3,1014.3,9.4,5.0,11.1,86.0,62.1,1.0
67.3,42.4,1016.3,9.9,11.1,17.1,75.0,57.0,0.0
50.8,36.7,1017.3,10.2,15.5,30.1,57.0,45.0,1.0
69.1,47.7,1006.5,10.9,11.1,22.0,84.0,59.0,0.0
56.8,41.8,1023.1,13.0,7.2,13.0,64.9,48.0,0.0
63.5,58.7,1004.8,8.2,11.5,25.1,73.0,57.0,1.0
71.9,55.1,1013.2,10.2,6.1,18.1,84.9,61.0,0.0
69.3,54.1,1005.3,9.9,13.7,22.9,79.0,62.1,0.0
71.5,59.2,1012.1,12.3,7.9,13.0,84.9,63.0,0.0
81.0,67.6,1011.3,12.0,11.8,22.9,90.0,70.0,0.0
84.7,69.3,1006.5,14.0,14.5,20.0,99.0,75.0,0.0
85.6,67.9,1007.8,12.2,15.6,28.0,102.9,75.0,0.0
70.0,56.1,1016.6,14.7,10.9,18.1,79.0,62.1,1.0
83.9,71.0,1005.0,11.0,19.9,26.0,96.1,75.0,1.0
76.7,69.0,1011.9,10.2,14.0,19.0,91.9,68.0,1.0
83.7,71.6,1014.2,12.3,9.8,15.9,93.9,75.9,0.0
78.7,60.0,1019.4,14.9,8.8,14.0,90.0,68.0,0.0
72.1,55.0,1018.1,13.0,4.3,17.1,90.0,59.0,0.0
72.9,67.0,1017.0,9.0,6.9,25.1,82.9,66.0,1.0
78.5,70.1,1012.3,9.9,14.6,20.0,86.0,72.0,0.0
85.1,73.9,1007.5,13.3,6.1,19.0,96.1,75.9,0.0
86.5,68.6,1012.1,9.9,10.3,17.1,105.1,75.0,0.0
69.9,61.3,1017.9,9.9,6.4,15.0,84.0,60.1,1.0
75.3,69.7,1012.9,10.5,6.2,14.0,82.9,69.1,1.0
68.2,60.1,1018.0,10.8,4.8,10.1,82.9,57.9,0.0
69.4,62.7,1010.7,11.8,7.0,13.0,78.1,63.0,1.0
76.4,68.9,1009.2,9.6,13.0,20.0,84.9,70.0,1.0
76.7,67.6,1016.4,11.6,6.2,13.0,87.1,69.1,0.0
68.1,57.0,1023.2,9.9,6.2,10.1,77.0,60.1,0.0
72.7,63.5,1014.3,12.3,13.1,20.0,88.0,64.0,0.0
73.6,65.7,1008.5,8.7,10.9,15.9,80.1,68.0,1.0
60.7,48.3,1019.1,10.9,6.3,15.0,75.9,48.9,0.0
72.1,63.5,1020.1,7.9,13.1,20.0,84.9,66.0,0.0
75.8,61.9,1017.2,11.0,10.5,17.1,86.0,66.9,0.0
64.7,47.4,1019.8,14.9,4.1,10.1,82.0,54.0,0.0
52.8,46.7,1016.1,8.6,2.6,10.1,64.0,46.0,1.0
56.5,43.8,1022.3,8.1,4.8,15.0,75.0,42.1,0.0
66.7,50.9,1015.4,13.2,8.1,17.1,84.0,54.0,0.0
67.4,46.1,1010.3,9.9,11.6,22.0,79.0,55.9,0.0
46.1,22.1,1021.2,11.2,8.1,25.1,50.0,39.9,0.0
53.6,31.0,1020.5,8.5,2.7,7.0,72.0,35.1,0.0
52.4,36.8,1014.3,10.0,7.8,19.0,64.9,39.9,0.0
44.0,21.6,1024.2,9.9,12.1,18.1,55.9,32.0,0.0
42.6,21.4,1031.0,9.7,12.1,20.0,57.9,30.9,0.0
60.7,41.2,1014.3,8.1,2.4,8.0,73.0,46.0,0.0
40.4,18.6,1025.1,8.6,9.0,22.0,63.0,26.1,0.0
53.1,30.7,1018.7,10.5,13.7,22.0,66.0,45.0,0.0
43.4,24.7,1023.5,11.9,11.7,22.9,53.1,36.0,0.0
33.1,18.9,1024.6,11.3,6.2,12.0,45.0,21.9,0.0
52.8,30.0,1003.2,11.6,9.5,15.0,60.1,39.9,0.0
44.2,32.1,1009.9,10.2,12.7,25.1,48.9,41.0,0.0
39.4,25.2,1022.4,9.7,10.9,18.1,45.0,32.0,0.0
24.6,19.1,1008.8,4.7,22.3,33.0,30.0,21.0,0.0
15.7,8.1,1030.6,5.7,5.5,18.1,26.1,7.0,0.0
34.2,30.9,1015.7,2.6,6.6,13.0,37.0,32.0,0.0
39.5,31.0,1001.7,10.3,6.2,11.1,53.1,33.1,0.0
32.4,22.3,1022.5,9.9,12.8,25.1,39.0,28.0,0.0
34.0,26.7,1015.4,11.3,4.3,10.1,46.0,26.1,0.0
25.8,20.9,1018.4,5.2,10.1,15.0,30.0,21.9,0.0
18.4,13.1,1024.4,6.9,7.2,13.0,23.0,12.0,0.0
15.9,9.2,1020.5,7.3,6.4,12.0,28.0,8.1,0.0
24.7,21.3,1013.8,1.8,8.9,12.0,30.9,19.9,0.0
21.9,12.3,1017.5,9.8,10.5,28.9,34.0,15.1,0.0
24.4,19.0,1022.6,3.3,7.0,12.0,27.0,21.9,1.0
35.4,29.4,1009.6,7.0,5.8,14.0,43.0,30.0,0.0
17.2,9.5,1018.5,10.6,9.6,18.1,30.9,7.0,0.0
30.6,25.0,1011.3,4.0,11.6,20.0,44.1,21.9,0.0
24.1,18.8,1018.1,8.2,7.5,15.0,35.1,16.0,0.0
33.8,26.6,1015.4,10.8,8.1,22.0,42.1,28.9,0.0
27.8,20.1,1016.1,8.8,10.2,15.9,33.1,21.0,0.0
36.0,28.4,1010.5,12.2,6.2,10.1,43.0,30.0,0.0
39.1,34.1,1019.8,4.6,12.3,18.1,45.0,30.9,1.0
