n1,n2,n3,n4,n5,n6,n7,n8,class
53.2,45.2,1023.9,10.6,3.8,12.0,69.1,37.9,0.0
62.9,58.7,1012.3,9.2,10.5,26.0,73.9,55.9,1.0
50.0,40.8,1024.1,14.9,9.2,17.1,57.9,42.1,0.0
54.1,45.2,1021.1,13.5,12.4,17.1,72.0,43.0,0.0
34.1,25.3,1026.8,13.5,6.0,18.1,52.0,21.9,0.0
48.9,40.5,1018.6,13.0,8.6,15.0,60.1,37.9,0.0
54.6,45.4,1009.2,12.1,3.6,13.0,70.0,39.0,0.0
51.3,45.8,1008.2,9.0,19.9,26.0,60.1,48.0,1.0
42.6,31.7,1018.0,14.0,15.5,35.9,46.9,39.0,0.0
46.2,36.7,1015.9,13.6,16.2,32.1,57.9,34.0,0.0
41.6,35.4,1008.6,13.5,14.1,26.0,46.0,36.0,1.0
51.4,42.2,1002.3,12.1,8.8,15.0,64.0,41.0,0.0
37.8,27.7,1023.3,12.3,10.6,25.1,53.1,30.0,0.0
39.9,28.5,1007.9,14.1,11.7,21.0,54.0,28.9,0.0
37.3,36.6,1007.1,1.5,13.2,18.1,48.9,30.9,1.0
16.0,7.8,1036.8,13.1,2.5,15.0,30.9,7.0,0.0
31.2,23.9,1014.1,7.4,5.0,15.0,46.9,21.0,0.0
18.5,10.6,1015.8,8.6,15.0,22.9,19.9,15.1,0.0
14.5,4.4,1022.2,12.0,5.7,21.0,27.0,5.0,0.0
37.4,31.5,1023.3,9.9,7.3,18.1,50.0,30.0,1.0
4.8,-1.4,1011.7,4.7,20.3,26.0,12.9,-0.9,1.0
23.1,14.5,1032.8,11.9,6.5,17.1,34.0,12.9,0.0
24.6,16.7,1027.3,11.9,10.3,22.0,39.0,17.1,0.0
22.6,14.7,1009.6,10.8,15.9,30.1,43.0,3.9,0.0
16.7,8.1,1030.2,8.8,0.4,8.9,28.9,10.9,0.0
30.2,26.3,1012.6,5.0,8.2,15.0,42.1,25.0,1.0
5.5,-3.9,1035.7,11.5,6.1,12.0,30.0,-9.9,0.0
2.8,-4.1,1027.6,7.5,3.8,10.1,17.1,-11.0,0.0
24.3,17.5,1030.3,7.2,1.4,8.9,45.0,10.0,0.0
35.8,33.5,1017.8,2.8,5.3,14.0,39.0,34.0,1.0
33.4,31.6,1017.4,5.2,11.1,20.0,34.0,30.9,1.0
13.1,5.6,1027.5,11.5,0.6,4.1,30.0,0.0,0.0
36.7,28.7,1017.8,14.9,3.2,8.9,52.0,30.0,0.0
16.4,8.7,1019.8,12.0,14.2,19.0,28.9,10.0,0.0
38.4,32.7,1012.9,10.7,12.4,24.1,50.0,33.1,1.0
43.6,30.3,1017.3,12.4,2.8,8.9,68.0,28.9,0.0
14.8,6.8,1018.2,7.3,26.7,49.0,23.0,10.0,0.0
11.9,5.1,1027.6,10.4,11.6,18.1,21.0,6.1,0.0
40.7,31.7,1017.6,11.4,1.8,8.9,55.0,30.9,1.0
29.6,25.1,1017.8,7.1,1.2,8.0,35.1,27.0,1.0
45.7,31.2,1011.4,14.9,8.8,17.1,55.0,37.0,0.0
31.0,25.9,999.0,6.1,15.4,26.0,34.0,28.9,0.0
42.2,26.3,1017.3,14.9,10.0,26.0,54.0,34.0,0.0
36.8,21.7,1030.4,14.9,11.6,17.1,46.9,28.9,0.0
50.9,43.9,1009.0,8.3,16.8,22.0,72.0,41.0,0.0
30.0,14.0,1031.4,14.9,5.9,14.0,43.0,18.0,0.0
58.6,47.6,1014.0,12.1,3.5,12.0,70.0,50.0,1.0
51.5,34.3,1014.8,12.8,4.5,13.0,72.0,37.0,0.0
41.8,32.6,1007.3,10.4,14.1,22.9,48.0,36.0,1.0
37.7,35.8,1016.4,3.5,11.2,20.0,41.0,35.1,1.0
58.8,55.7,1003.5,7.8,4.5,12.0,66.0,54.0,1.0
55.7,38.5,1021.0,14.5,12.0,20.0,69.1,45.0,0.0
58.6,47.0,1024.0,12.9,3.1,8.9,71.1,45.0,0.0
65.9,45.8,1010.6,14.9,4.4,10.1,75.9,51.1,0.0
64.8,56.5,1008.0,12.4,10.4,20.0,73.9,57.9,1.0
76.9,60.4,1006.8,14.9,10.5,22.0,90.0,66.9,0.0
57.7,53.2,1020.6,10.3,7.7,12.0,61.0,50.0,1.0
63.3,49.4,1015.4,16.4,6.2,17.1,73.0,54.0,0.0
58.7,43.0,1020.2,14.9,3.2,15.0,75.0,44.1,0.0
76.9,63.1,1009.3,14.9,15.0,22.0,82.9,72.0,0.0
75.4,65.9,1011.2,14.6,11.0,19.0,90.0,66.0,1.0
77.2,68.5,1012.1,12.9,4.8,10.1,91.9,71.1,1.0
67.6,57.1,1009.9,13.3,1.1,8.9,81.0,61.0,1.0
80.9,69.8,1003.9,12.2,5.4,15.0,90.0,72.0,1.0
72.7,56.6,1016.4,13.0,4.3,15.9,82.0,64.0,1.0
76.3,63.1,1012.5,14.9,2.0,8.9,88.0,66.9,0.0
69.0,53.1,1020.7,13.0,1.5,8.0,80.1,54.0,0.0
67.1,63.5,1016.6,6.4,8.0,12.0,75.0,64.0,1.0
67.0,54.6,1017.2,14.3,7.0,17.1,79.0,57.0,0.0
69.4,62.0,1015.3,11.4,3.1,12.0,75.9,66.0,1.0
69.4,62.2,1018.9,11.7,1.9,10.1,79.0,61.0,0.0
67.5,60.7,1018.8,9.8,0.6,5.1,79.0,57.0,0.0
79.0,70.1,1005.7,13.9,3.9,13.0,89.1,72.0,0.0
69.6,58.9,1019.2,14.9,5.9,17.1,79.0,60.1,0.0
70.2,64.1,1016.8,10.5,5.7,8.9,79.0,66.9,1.0
73.6,65.4,1018.3,14.9,6.0,12.0,82.0,66.0,0.0
74.5,65.6,1014.9,12.9,2.4,11.1,84.9,64.0,1.0
63.4,56.7,1018.7,12.1,7.7,19.0,73.9,55.0,1.0
75.6,61.6,1010.3,14.9,5.5,10.1,88.0,64.0,0.0
66.9,64.5,1013.3,7.3,1.5,10.1,75.0,64.0,1.0
66.0,60.2,1013.9,8.2,2.5,8.9,81.0,54.0,0.0
67.8,56.1,1022.0,13.3,3.7,8.9,79.0,57.0,0.0
63.9,55.4,1017.7,8.6,0.6,5.1,81.0,48.0,0.0
51.9,44.4,1018.1,8.0,2.3,8.9,61.0,42.1,0.0
65.0,60.7,1015.8,9.9,1.2,8.9,72.0,61.0,1.0
71.1,66.8,1012.9,8.8,4.6,20.0,79.0,66.0,1.0
57.5,46.2,1023.1,13.3,4.6,10.1,72.0,44.1,0.0
60.0,52.0,1019.2,10.4,4.5,20.0,68.0,55.0,1.0
58.2,54.3,1017.3,7.6,12.8,20.0,69.1,48.0,1.0
61.1,54.0,1005.6,9.6,13.9,33.0,79.0,50.0,0.0
57.6,49.3,1012.9,9.9,6.8,15.9,71.1,45.0,0.0
65.9,53.6,1014.8,10.9,5.5,17.1,80.1,53.1,0.0
72.2,59.1,1015.9,11.8,15.2,26.0,84.9,60.1,0.0
47.4,42.1,1015.8,7.5,10.9,15.9,55.9,42.1,0.0
58.3,46.8,1009.4,10.8,10.4,15.9,72.0,51.1,0.0
65.1,54.4,1011.2,10.6,4.9,15.9,81.0,52.0,0.0
37.7,33.8,1026.7,8.4,16.9,28.0,50.0,33.1,1.0
46.1,33.8,1018.3,10.2,6.0,14.0,52.0,42.1,0.0
28.1,17.8,1023.8,9.9,4.9,8.9,39.0,21.0,0.0
59.6,52.5,1005.2,11.0,12.8,15.9,64.0,55.9,0.0
36.4,29.3,1003.0,8.9,14.1,22.0,52.0,23.0,0.0
19.0,8.9,1023.7,11.5,18.6,35.0,42.1,6.1,0.0
30.7,20.5,1021.6,12.2,9.7,13.0,39.9,21.9,0.0
36.0,26.2,1008.4,9.5,10.6,20.0,43.0,30.0,0.0
16.3,9.8,1023.1,5.8,22.6,35.0,36.0,3.0,0.0
27.2,20.8,1018.8,9.9,11.1,30.1,35.1,19.9,0.0
33.0,26.0,1014.1,8.9,6.2,18.1,43.0,30.0,0.0
16.1,8.6,1030.7,8.7,9.6,17.1,21.0,10.0,0.0
28.9,21.5,1024.4,8.0,7.0,12.0,45.0,19.9,0.0
32.5,23.3,1013.2,10.4,12.2,19.0,45.0,28.0,0.0
21.4,11.4,1017.6,10.2,6.2,17.1,34.0,12.0,0.0
22.9,15.7,1012.3,7.1,10.3,15.9,27.0,21.0,1.0
6.9,1.9,1034.2,8.5,11.1,17.1,14.0,1.0,0.0
25.7,20.8,1017.6,7.9,9.1,14.0,35.1,16.0,0.0
32.6,25.4,1015.6,8.2,1.6,10.1,45.0,21.0,0.0
46.4,37.7,1003.3,9.3,7.7,17.1,64.0,35.1,0.0
27.3,19.9,1015.2,10.4,13.8,17.1,42.1,10.9,0.0
28.6,20.0,1014.2,9.9,11.6,17.1,39.0,21.9,0.0
4.9,-3.7,1038.3,9.4,7.2,13.0,12.9,-2.0,0.0
26.9,18.6,1015.3,10.0,9.7,17.1,41.0,19.9,0.0
7.6,-2.7,1034.1,9.9,17.0,26.0,17.1,-0.9,0.0
51.6,35.7,1008.5,9.9,8.5,17.1,72.0,42.1,0.0
19.1,12.9,1034.0,6.5,6.5,13.0,26.1,15.1,1.0
36.6,36.0,1013.5,1.8,3.1,10.1,39.9,33.1,1.0
38.5,34.6,1024.6,2.4,13.0,20.0,54.0,32.0,0.0
43.2,36.6,1016.3,8.7,6.0,22.0,57.9,30.9,0.0
30.9,25.5,1003.2,6.8,13.6,22.0,41.0,24.1,1.0
27.5,14.6,1021.0,9.8,11.0,22.0,45.0,16.0,0.0
26.2,23.8,1027.3,2.6,14.7,22.0,33.1,18.0,1.0
24.8,18.6,1020.3,8.1,10.3,17.1,37.0,17.1,0.0
17.8,11.8,1022.5,8.7,11.8,20.0,23.0,14.0,0.0
37.2,33.0,1006.5,9.7,17.0,30.1,51.1,30.0,1.0
50.2,43.1,1002.9,5.2,14.9,22.0,66.0,42.1,1.0
34.1,26.7,1012.4,9.9,10.7,17.1,42.1,28.9,0.0
45.4,33.2,1016.2,9.7,3.9,8.9,62.1,30.0,0.0
35.2,34.0,1003.5,4.5,17.5,22.0,37.0,33.1,1.0
32.2,29.7,1008.1,5.2,26.7,35.9,35.1,30.0,0.0
35.7,26.9,1021.1,12.8,11.4,22.0,48.0,28.0,0.0
46.9,40.8,1018.5,8.3,13.9,24.1,55.0,41.0,1.0
54.5,46.5,1012.6,9.9,10.4,17.1,64.9,46.9,1.0
68.8,57.7,1008.8,9.8,9.8,22.0,84.9,55.9,0.0
65.3,50.6,1011.9,9.8,16.9,30.1,78.1,55.9,1.0
47.8,41.7,1022.7,10.9,15.2,20.0,55.0,39.9,0.0
55.7,51.5,1012.5,6.4,16.4,26.0,62.1,48.0,1.0
64.5,55.1,1017.3,9.2,14.2,22.0,80.1,57.0,1.0
68.5,62.9,1013.1,8.9,10.5,18.1,75.0,63.0,1.0
62.8,55.8,1015.4,12.6,13.1,22.0,71.1,57.0,1.0
60.9,53.0,1008.3,11.6,13.7,22.0,70.0,53.1,0.0
72.3,61.8,1014.0,11.2,10.0,19.0,82.9,61.0,0.0
51.2,44.6,1019.9,10.1,13.3,22.0,57.0,46.0,1.0
62.2,59.3,1008.0,5.3,12.8,22.0,66.9,59.0,1.0
63.6,57.9,1014.0,9.6,3.1,8.0,73.9,55.9,1.0
70.5,63.0,1009.6,11.3,7.6,15.9,80.1,63.0,1.0
72.2,65.6,1010.1,9.1,8.2,17.1,84.9,63.0,1.0
70.5,66.4,1009.9,9.9,7.7,15.9,77.0,66.0,1.0
76.5,70.2,1005.8,10.1,7.8,22.9,87.1,69.1,1.0
64.0,57.5,1015.3,10.7,5.3,13.0,73.0,53.1,1.0
64.2,59.8,1017.8,9.2,13.3,22.0,72.0,60.1,1.0
72.3,64.8,1009.5,10.7,5.4,8.9,81.0,62.1,1.0
65.0,60.2,1021.7,7.3,6.5,8.9,73.9,59.0,1.0
80.5,72.5,1016.7,10.2,6.1,15.9,90.0,70.0,0.0
83.6,75.7,1005.9,10.3,13.8,20.0,91.0,78.1,0.0
76.1,67.0,1016.7,9.2,3.9,11.1,87.1,64.9,0.0
77.8,70.6,1015.9,8.5,6.0,13.0,86.0,70.0,0.0
79.3,70.6,1012.2,11.7,10.8,19.0,91.9,71.1,1.0
85.9,73.0,1009.8,12.3,8.1,17.1,97.0,75.0,0.0
69.9,63.9,1015.1,8.9,3.8,26.0,84.0,60.1,1.0
73.0,67.3,1015.8,10.6,7.4,13.0,82.9,63.0,1.0
71.2,61.4,1017.8,10.1,6.3,17.1,82.0,60.1,0.0
64.7,55.7,1022.8,10.5,4.5,8.9,73.0,54.0,0.0
75.8,70.4,1011.3,8.8,5.9,13.0,84.0,68.0,0.0
86.8,74.1,1005.6,10.6,7.1,20.0,100.0,75.9,0.0
67.6,60.8,1020.6,8.7,5.2,17.1,72.0,64.0,1.0
63.7,55.4,1022.1,10.4,1.9,8.9,73.9,53.1,0.0
73.4,63.9,1002.0,12.9,15.1,30.1,90.0,61.0,0.0
58.1,47.9,1023.1,10.1,9.3,17.1,66.0,50.0,1.0
65.5,56.5,1011.3,9.9,11.0,22.9,75.0,57.0,0.0
56.1,46.4,1015.7,11.7,5.5,13.0,64.0,48.9,1.0
50.5,35.4,1020.6,12.6,11.9,22.0,64.9,39.9,0.0
72.2,64.4,1010.4,7.9,5.8,13.0,84.9,63.0,0.0
55.4,48.0,1018.2,10.9,10.7,17.1,68.0,52.0,1.0
56.1,46.3,1022.9,9.0,1.6,8.9,73.0,45.0,0.0
66.9,52.6,1015.0,9.7,21.5,30.1,73.9,61.0,1.0
46.1,36.0,1025.6,9.9,11.0,17.1,48.0,44.1,1.0
52.5,50.2,1003.6,6.2,12.7,22.0,60.1,45.0,1.0
55.4,44.5,1016.0,9.8,19.7,26.0,66.9,48.0,0.0
51.6,43.7,1010.2,9.4,6.2,15.9,66.0,41.0,0.0
21.4,11.1,1030.7,11.9,11.7,22.0,27.0,12.9,0.0
27.6,17.5,1027.2,9.2,5.4,10.1,34.0,21.9,0.0
45.5,36.9,1019.0,8.9,3.8,11.1,66.0,30.0,0.0
41.8,36.0,1000.3,12.8,11.3,17.1,48.9,33.1,0.0
24.8,16.4,1030.7,9.7,5.0,17.1,39.0,16.0,0.0
30.8,22.2,1017.2,9.9,13.5,18.1,35.1,27.0,1.0
31.4,27.0,1024.8,8.1,5.7,10.1,41.0,24.1,0.0
37.6,35.7,1018.3,4.8,3.6,15.9,55.0,28.0,0.0
37.2,28.0,1007.4,9.9,5.1,17.1,48.0,27.0,0.0
29.1,24.1,1026.2,9.0,10.1,15.0,35.1,27.0,0.0
27.5,24.2,1011.7,6.6,9.4,21.0,30.9,25.0,0.0
0.8,-13.2,1034.5,9.0,9.0,11.1,8.1,-8.0,0.0
12.6,3.6,1005.7,3.7,16.7,26.0,27.0,1.9,0.0
7.2,-3.9,1029.0,9.9,8.1,17.1,17.1,-2.9,0.0
24.3,17.4,1013.3,8.4,7.9,17.1,32.0,19.0,0.0
6.2,-6.7,1027.0,8.7,16.9,22.0,12.9,1.0,0.0
19.3,13.9,1020.7,4.7,2.0,15.0,24.1,12.0,0.0
17.6,8.5,1020.2,8.5,6.8,22.0,27.0,8.1,0.0
26.7,21.4,1014.3,5.1,1.0,5.1,39.9,18.0,0.0
31.9,28.2,1009.0,6.0,6.7,17.1,37.9,23.0,0.0
30.1,26.6,1009.9,7.0,16.6,26.0,36.0,25.0,1.0
26.6,19.8,1010.3,8.4,6.3,13.0,37.9,19.0,0.0
9.6,-3.2,1029.4,9.5,6.0,10.1,21.9,1.9,0.0
36.4,30.5,1015.1,9.2,6.3,13.0,48.9,28.9,0.0
31.3,22.4,1020.7,10.1,7.9,13.0,39.9,25.0,0.0
46.0,30.8,1010.4,11.4,7.4,26.0,57.0,37.0,0.0
32.8,28.5,1017.8,3.0,11.9,17.1,37.9,30.0,1.0
37.3,29.6,1012.0,9.7,11.4,17.1,45.0,32.0,0.0
30.8,22.4,1022.7,10.3,8.6,15.9,34.0,28.9,0.0
36.3,22.0,1020.2,12.7,4.1,10.1,54.0,27.0,0.0
24.6,14.6,1018.5,9.4,5.3,13.0,34.0,16.0,0.0
16.2,1.8,1031.1,11.1,6.5,15.9,24.1,12.0,0.0
32.9,29.5,1010.4,1.0,3.9,8.9,36.0,28.9,1.0
37.1,32.6,1000.5,6.6,14.4,26.0,43.0,34.0,1.0
43.7,34.3,1009.0,11.3,16.1,26.0,55.0,37.9,0.0
34.3,25.3,1017.3,8.3,14.1,20.0,43.0,30.9,0.0
27.6,16.7,1014.5,11.6,4.4,12.0,37.9,17.1,0.0
54.2,37.4,1011.5,10.7,11.0,22.0,75.0,41.0,0.0
43.0,27.7,1019.9,13.0,10.2,18.1,57.0,33.1,0.0
41.0,25.9,1026.8,8.3,5.5,11.1,55.9,30.9,0.0
31.6,18.1,1030.8,9.7,9.6,24.1,41.0,21.0,0.0
46.2,30.9,1019.0,13.3,11.8,17.1,57.9,34.0,0.0
54.0,49.2,1020.0,5.2,4.8,12.0,64.9,48.9,1.0
55.6,51.7,1013.8,6.1,10.1,24.1,69.1,50.0,1.0
64.0,43.3,1018.4,11.4,3.2,10.1,78.1,51.1,0.0
69.1,52.2,1016.7,11.2,4.7,13.0,81.0,59.0,1.0
77.8,57.6,1013.3,11.9,7.6,22.0,93.0,64.0,0.0
56.0,46.9,1013.6,10.5,11.8,18.1,64.9,50.0,1.0
53.2,36.1,1019.0,13.0,8.6,22.0,66.9,37.9,0.0
53.0,45.5,1013.6,7.3,17.1,25.1,64.9,48.0,1.0
58.8,47.2,1012.7,10.0,3.5,13.0,75.0,46.9,1.0
62.7,56.9,1011.9,8.2,8.8,17.1,70.0,55.9,0.0
59.3,44.8,1021.3,12.2,8.0,20.0,69.1,48.0,0.0
66.0,50.8,1017.6,11.2,7.0,20.0,79.0,53.1,0.0
76.2,63.7,1009.3,11.4,3.4,13.0,90.0,62.1,0.0
69.8,54.1,1013.0,10.4,4.4,22.0,86.0,55.0,0.0
88.6,73.1,1004.7,13.0,14.1,17.1,100.0,79.0,0.0
74.5,52.1,1013.5,11.6,6.7,17.1,95.0,57.0,0.0
72.0,65.4,1007.5,10.2,10.0,25.1,80.1,64.9,1.0
87.3,70.0,999.4,14.2,12.9,22.0,96.1,78.1,0.0
84.9,71.0,1015.1,14.9,3.5,10.1,95.0,75.0,0.0
77.0,59.6,1018.6,14.9,9.8,20.0,90.0,63.0,0.0
69.6,63.3,1016.0,9.4,9.7,30.1,93.0,55.0,1.0
81.9,58.4,1012.3,14.8,7.6,17.1,95.0,66.9,0.0
64.3,56.9,1018.1,8.6,3.1,13.0,73.0,55.0,0.0
82.6,73.1,1013.1,10.0,11.5,22.0,91.0,75.0,0.0
74.9,61.0,1017.7,12.8,9.3,25.1,86.0,66.0,1.0
85.1,67.3,1016.2,13.7,7.2,17.1,102.0,73.0,0.0
72.9,59.8,1019.7,11.1,8.6,20.0,82.0,64.0,1.0
70.7,62.1,1012.6,13.3,9.1,15.0,80.1,62.1,0.0
73.0,67.8,1008.6,7.7,7.3,17.1,84.9,66.9,1.0
65.6,54.3,1016.6,9.2,6.8,20.0,79.0,54.0,0.0
70.7,62.5,1010.8,11.2,6.6,12.0,82.9,60.1,0.0
78.4,72.6,1010.2,10.2,8.6,14.0,87.1,72.0,1.0
68.3,56.6,1019.8,12.0,9.5,15.9,80.1,59.0,0.0
78.9,69.5,1013.0,10.1,12.0,20.0,86.0,73.0,1.0
63.0,52.8,1011.7,11.2,10.6,20.0,73.0,54.0,1.0
77.7,58.5,1013.6,10.8,11.2,20.0,93.0,64.0,0.0
76.1,62.5,1017.6,9.8,10.3,15.0,84.9,66.0,0.0
75.6,61.2,1011.2,10.6,10.4,20.0,84.9,64.9,0.0
70.5,59.8,1005.8,9.0,8.1,18.1,82.0,55.9,0.0
56.8,45.0,1023.8,10.4,2.5,10.1,71.1,44.1,1.0
66.4,51.8,1017.5,10.8,2.3,8.0,84.9,52.0,0.0
70.3,52.7,1016.8,10.4,8.0,15.0,84.0,59.0,0.0
56.5,36.0,1017.4,12.6,10.0,24.1,78.1,45.0,0.0
40.2,26.9,1028.6,12.7,5.5,10.1,55.9,25.0,0.0
58.1,38.0,1018.0,9.7,7.6,12.0,70.0,46.0,0.0
43.8,30.0,1022.3,12.4,7.5,15.0,60.1,30.9,0.0
53.5,34.3,1022.1,9.7,7.7,15.0,66.9,37.9,0.0
54.8,36.9,1023.4,9.5,3.1,7.0,73.0,39.0,0.0
51.1,29.8,1018.7,6.7,14.0,30.1,63.0,44.1,0.0
56.3,31.9,1011.9,8.2,6.7,11.1,73.0,39.0,0.0
52.7,23.7,1019.4,9.9,8.6,18.1,70.0,44.1,0.0
40.0,21.3,1015.7,9.3,8.4,17.1,53.1,25.0,0.0
45.3,27.6,1015.5,7.9,4.5,12.0,68.0,30.9,0.0
56.3,46.2,1005.4,9.2,7.1,24.1,64.0,43.0,0.0
34.2,21.1,1016.4,11.6,4.1,8.9,48.9,24.1,0.0
34.8,29.1,1022.2,5.9,2.5,10.1,37.0,32.0,1.0
10.9,3.0,1031.2,9.6,4.7,10.1,21.0,1.9,0.0
30.1,27.1,1017.1,1.9,6.6,14.0,33.1,25.0,0.0
33.3,26.8,1008.9,9.7,7.4,15.0,42.1,27.0,0.0
32.1,24.3,1018.2,9.9,10.2,22.0,37.9,25.0,0.0
20.4,10.2,1026.7,11.1,16.1,25.1,30.0,14.0,0.0
27.8,15.0,1025.0,8.5,12.8,15.9,35.1,19.9,0.0
29.7,27.0,1010.5,1.1,9.8,15.0,32.0,28.0,1.0
13.0,5.0,1022.4,9.9,5.2,8.9,24.1,5.0,0.0
17.3,10.7,1013.5,5.0,5.5,10.1,28.9,9.0,0.0
24.0,16.5,1018.6,9.3,8.0,14.0,28.9,19.0,0.0
14.7,6.8,1016.7,9.9,6.0,10.1,24.1,9.0,0.0
29.0,21.6,1024.3,9.9,11.1,20.0,37.9,19.9,0.0
15.9,10.9,1013.4,1.0,19.4,30.1,33.1,3.0,1.0
26.0,19.6,1011.2,8.6,6.7,18.1,32.0,23.0,1.0
25.4,20.5,1016.7,5.4,12.3,20.0,28.0,24.1,0.0
32.4,26.1,1017.8,10.5,8.8,20.0,39.0,28.0,0.0
32.9,28.6,1016.6,6.0,6.2,15.0,41.0,30.0,0.0
37.3,30.7,1014.6,6.1,4.6,13.0,55.0,28.9,0.0
34.5,26.0,1015.3,10.4,9.9,20.0,44.1,28.9,0.0
29.2,22.2,1019.2,9.5,16.6,22.0,34.0,23.0,0.0
